time	V(out)
3.473604999875536e-003	-2.857122e-001
3.489229999875536e-003	-1.173062e-001
3.504854999875536e-003	5.222318e-002
3.520479999875536e-003	2.212430e-001
3.536104999875536e-003	3.881263e-001
3.551729999875536e-003	5.512660e-001
3.567354999875536e-003	7.090906e-001
3.582979999875536e-003	8.600805e-001
3.598604999875536e-003	1.002782e+000
3.614229999875536e-003	1.135821e+000
3.629854999875536e-003	1.257918e+000
3.645479999875536e-003	1.367898e+000
3.661104999875536e-003	1.464702e+000
3.676729999875536e-003	1.547399e+000
3.692354999875536e-003	1.615193e+000
3.707979999875536e-003	1.667432e+000
3.723604999875536e-003	1.703615e+000
3.739229999875536e-003	1.723393e+000
3.754854999875536e-003	1.726575e+000
3.770479999875536e-003	1.713132e+000
3.786104999875536e-003	1.683193e+000
3.801729999875536e-003	1.637045e+000
3.817354999875536e-003	1.575133e+000
3.832979999875536e-003	1.498053e+000
3.848604999875536e-003	1.406545e+000
3.864229999875536e-003	1.301491e+000
3.879854999875536e-003	1.183900e+000
3.895479999875536e-003	1.054906e+000
3.911104999875536e-003	9.157490e-001
3.926729999875536e-003	7.677686e-001
3.942354999875536e-003	6.123896e-001
3.957979999875536e-003	4.511077e-001
3.973604999875536e-003	2.854764e-001
3.989229999875536e-003	1.170906e-001
4.004854999875536e-003	-5.242909e-002
4.020479999875536e-003	-2.214501e-001
4.036104999875536e-003	-3.883433e-001
4.051729999875536e-003	-5.515010e-001
4.067354999875536e-003	-7.093520e-001
4.082979999875536e-003	-8.603755e-001
4.098604999875536e-003	-1.003117e+000
4.114229999875536e-003	-1.136201e+000
4.129854999875536e-003	-1.258345e+000
4.145479999875536e-003	-1.368373e+000
4.161104999875536e-003	-1.465224e+000
4.176729999875536e-003	-1.547966e+000
4.192354999875536e-003	-1.615801e+000
4.207979999875536e-003	-1.668075e+000
4.223604999875536e-003	-1.704285e+000
4.239229999875536e-003	-1.724082e+000
4.254854999875536e-003	-1.727274e+000
4.270479999875536e-003	-1.713831e+000
4.286104999875536e-003	-1.683883e+000
4.301729999875536e-003	-1.637717e+000
4.317354999875536e-003	-1.575778e+000
4.332979999875536e-003	-1.498663e+000
4.348604999875536e-003	-1.407115e+000
4.364229999875536e-003	-1.302016e+000
4.379854999875536e-003	-1.184378e+000
4.395479999875536e-003	-1.055335e+000
4.411104999875536e-003	-9.161300e-001
4.426729999875536e-003	-7.681048e-001
4.442354999875537e-003	-6.126853e-001
4.457979999875537e-003	-4.513692e-001
4.473604999875537e-003	-2.857101e-001
4.489229999875537e-003	-1.173041e-001
4.504854999875537e-003	5.222530e-002
4.520479999875537e-003	2.212451e-001
4.536104999875537e-003	3.881284e-001
4.551729999875537e-003	5.512681e-001
4.567354999875537e-003	7.090927e-001
4.582979999875537e-003	8.600826e-001
4.598604999875537e-003	1.002784e+000
4.614229999875537e-003	1.135824e+000
4.629854999875537e-003	1.257921e+000
4.645479999875537e-003	1.367900e+000
4.661104999875537e-003	1.464704e+000
4.676729999875537e-003	1.547401e+000
4.692354999875537e-003	1.615195e+000
4.707979999875537e-003	1.667435e+000
4.723604999875537e-003	1.703617e+000
4.739229999875537e-003	1.723395e+000
4.754854999875537e-003	1.726577e+000
4.770479999875537e-003	1.713134e+000
4.786104999875537e-003	1.683195e+000
4.801729999875537e-003	1.637047e+000
4.817354999875537e-003	1.575135e+000
4.832979999875537e-003	1.498055e+000
4.848604999875537e-003	1.406547e+000
4.864229999875537e-003	1.301493e+000
4.879854999875537e-003	1.183903e+000
4.895479999875537e-003	1.054908e+000
4.911104999875537e-003	9.157511e-001
4.926729999875537e-003	7.677707e-001
4.942354999875537e-003	6.123917e-001
4.957979999875537e-003	4.511098e-001
4.973604999875537e-003	2.854785e-001
4.989229999875537e-003	1.170927e-001
5.004854999875537e-003	-5.242698e-002
5.020479999875537e-003	-2.214480e-001
5.036104999875537e-003	-3.883411e-001
5.051729999875537e-003	-5.514988e-001
